"date","isal","cape"
"2011-04-02",-239.7,24.04
"2011-04-03",-198.25,24.23
"2011-04-04",-199.01,0
"2011-04-05",-208.4,7.31
"2011-04-06",-281.46,31.08
"2011-04-07",-159.18,76.86
"2011-04-08",-160.99,54.25
"2011-04-09",-300.32,0
"2011-04-10",-247.47,24.41
"2011-04-11",-141.61,281.6
"2011-04-12",-183.19,795.67
"2011-04-13",-59.89,338.41
"2011-04-14",-199.33,1283.26
"2011-04-15",-146.01,684.48
"2011-04-16",-142.53,1463.37
"2011-04-17",-221.99,823.13
"2011-04-18",-241.41,0
"2011-04-19",-196.47,485.77
"2011-04-20",-221.93,54.32
"2011-04-21",-177.32,730.44
"2011-04-22",-204.78,698.54
"2011-04-23",-167.7,1215.22
"2011-04-24",-180.76,1341.65
"2011-04-25",-203.34,103.84
"2011-04-26",-202.21,372.25
"2011-04-27",-142.09,377.46
"2011-04-28",-185.83,1302.13
"2011-04-29",-216.69,514.82
"2011-04-30",-215.93,380.8
"2011-05-01",-54.12,244.57
"2011-05-02",-232.38,856.24
"2011-05-03",-302.42,165.03
"2011-05-04",-283.79,804.75
"2011-05-05",-223.76,202.98
"2011-05-06",-188.67,263.59
"2011-05-07",-201.15,21.39
"2011-05-08",-188.17,49.61
"2011-05-09",-186.46,822.55
"2011-06-02",-222.75,625.3
"2011-06-03",-186.86,1092.1
"2011-06-04",-197.39,1330.09
"2011-06-05",-222.9,1441.85
"2011-06-06",-144.24,996.9
"2011-06-07",-261.39,395.29
"2011-06-08",-247.47,1655.6
"2011-06-09",-190.2,3075.18
"2011-06-10",-170.58,2430.8
"2011-06-11",-187.47,1425.67
"2011-06-12",-217.78,1646.98
"2011-06-13",-241.36,1701.79
"2011-06-14",-180.07,1322.45
"2011-06-15",-181.08,1459.59
"2011-06-16",-188.73,2987.84
"2011-06-17",-186.75,1915.56
"2011-06-18",-209.65,1219.17
"2011-06-19",-166.48,1635.36
"2011-06-20",-225.75,687.57
"2011-06-21",-219.03,3356.29
"2011-06-22",-126.03,1639.07
"2011-06-23",-272.51,2001.5
"2011-06-25",-156.44,1639.78
"2011-06-26",-207.14,1893
"2011-06-27",-207.04,2126.93
"2011-06-28",-217.16,2412.85
"2011-06-29",-231.62,3317.21
"2011-06-30",-145.08,2588.4
"2011-07-01",-4.64,38.46
"2011-07-02",-186.27,1972.92
"2011-07-03",-143.54,2317.63
"2011-07-04",-174.43,1921.93
"2011-07-05",-235.93,876.3
"2011-07-06",-164.09,897.17
"2011-07-07",-214.08,2095.57
"2011-07-08",-264.79,2943.58
"2011-07-09",-210.48,1690.59
"2011-07-10",-216.8,1506.94
"2011-07-11",-141.81,2187.99
"2011-07-12",-221.62,1427.42
"2011-07-13",-188.1,1609.4
"2011-07-14",-210.7,2690.98
"2011-07-15",-134.17,2354.63
"2011-07-16",-148.76,1557.48
"2011-07-17",-192.46,2409.01
"2011-07-18",-224.17,1419.74
"2011-07-19",-182.09,1860.63
"2011-07-20",-218.52,766.95
"2011-07-21",-239.68,1364.58
"2011-07-22",-232.04,727.41
"2011-07-23",-213.54,2166.2
"2011-07-24",-175.91,1990.04
"2011-07-25",-197.28,475.22
"2011-07-26",-205.58,1547.73
"2011-07-27",-171.68,1884.37
"2011-07-28",-73.4,0
"2011-07-29",-178.37,1972.27
"2011-07-30",-141.35,1734.97
"2011-07-31",-180.45,591.75
"2011-08-01",-121.64,1757.12
"2011-08-02",-188.25,1079.99
"2011-08-03",-148.02,2436.71
"2011-08-04",-227.65,0
"2011-08-05",-285.41,1796.78
"2011-08-06",-231.95,1753.77
"2011-08-07",-211.38,2061.07
"2011-08-08",-200.38,2229.56
"2011-08-09",-184.76,1973.72
"2011-08-10",-252.04,2005.49
"2011-08-11",-145.15,1460.26
"2011-08-12",-196.12,1826.66
"2011-08-13",-181.13,1239.16
"2011-08-14",-167.89,1215.45
"2011-08-15",-172.72,1178.84
"2011-08-16",-220.03,1938.22
"2011-08-17",-155.27,357.47
"2011-08-18",-195.33,771.55
"2011-08-19",-31.54,767.61
"2011-08-20",-269.53,1269.91
"2011-08-21",-201.88,1630.96
"2011-08-22",-221.58,2847.18
"2011-08-23",-202.16,1312.03
"2011-08-24",-192.06,2305.4
"2011-08-25",-146.74,3098.64
"2011-08-26",-190.84,1755.59
"2011-08-27",-254.59,1574.42
"2011-08-28",-182.39,1843.96
"2011-08-29",-132.23,791.72
"2011-08-30",-238.54,1631.73
"2011-08-31",-150.17,849.89
"2011-09-01",-128.41,758.84
"2011-09-02",-141.26,1534.2
"2011-09-03",-216.15,4202.58
"2011-09-04",-206.29,1172.94
"2011-09-05",-194.12,1688.81
"2011-09-06",-213.17,2036.54
"2011-09-07",-163.07,0.35
"2011-09-08",-177.37,1338.75
"2011-09-09",-120.53,999.17
"2011-09-10",-169.46,1004.8
"2011-09-11",-185.08,1026.66
"2011-09-12",-189.29,2518.14
"2011-09-13",-169.05,2036.67
"2011-09-14",-188.19,802.95
"2011-09-15",-178.62,2101.82
"2011-09-16",-164.04,2539.3
"2011-09-17",-113.19,1581.13
"2011-09-18",-144.28,1885.07
"2011-09-19",-155.45,1862.82
"2011-09-20",-206.05,1186.33
"2011-09-21",-267.96,770.1
"2011-09-22",-212.09,1972.53
"2011-09-23",-213.57,1041.7
"2011-09-24",-187.75,698.06
"2011-09-25",-211.93,2436.35
"2011-09-26",-208.36,1707.98
"2011-09-27",-199.49,11.57
"2011-09-28",-239.09,2114.54
"2011-09-29",-191.22,2577.17
"2011-09-30",-130,1375.38
"2011-10-01",0,1514.1
"2011-10-02",-225.04,1487.49
"2011-10-03",-197.63,990.14
"2011-10-04",-161.21,825.02
"2011-10-05",-146.94,1297.82
"2011-10-06",-126.18,1597.47
"2011-10-07",-234.91,1178.09
"2011-10-08",-165.87,1203.71
"2011-10-09",-216.23,884.6
"2011-10-10",-235.09,376.88
"2011-10-13",-198.61,1304.41
"2011-10-16",-166.97,2273.22
"2011-10-21",-175.11,1810.95
"2011-10-23",-193.76,2330.51
"2011-10-24",-347.03,2033.06
"2011-10-25",-199.43,1597.86
"2011-10-26",-208.69,2283.78
"2011-10-27",-239.07,1056.44
"2011-10-28",-175.09,1075.29
"2011-10-29",-194.67,894.86
"2011-10-30",-194.98,1487.12
"2011-10-31",-158.45,2053.01
"2011-11-01",-176.26,1645.7
"2011-11-02",-96.85,1651.66
"2011-11-03",-138.22,424.65
"2011-11-04",-214.64,1810.57
"2011-11-05",-186.68,1219.68
"2011-11-06",-120.02,2377.95
"2011-11-07",-206.37,587.28
"2011-11-08",-190.76,2064.15
"2011-11-09",-222.49,1270.07
"2011-11-10",-219.67,1294.98
"2011-11-11",-186.81,1347.4
"2011-11-12",-255.23,1136.9
"2011-11-13",-198.63,538.93
"2011-11-14",-184.39,1610.33
"2011-11-15",-213.82,2453.23
"2011-11-16",-175.26,1642.36
"2011-11-17",-202.87,180.48
"2011-11-18",-167.12,900.88
"2011-11-19",-198.72,1375.15
"2011-11-20",-199.84,1097.44
"2011-11-21",-171.67,357.74
"2011-11-22",-170.99,784.17
"2011-11-23",-237.26,720.14
"2011-11-24",-242.27,1098.01
"2011-11-25",-193.26,1486.91
"2011-11-26",-211.58,2019.14
"2011-11-27",-214.71,1945.45
"2011-11-28",-165.8,0
